LoadTap_eighths,LoadRatio,LoadPower_VA,LoadResistance_ohm,Brightness,Iref_Arms,Ki,Peak_Arms,Overshoot_A,Overshoot_pct,Final_Arms,FinalError_A,SettlingTime_s,MaxContinuous120Duration_s,MeetsFAASettling,MeetsIECSettling,MeetsFAATransient120Duration,MeetsIECStepSurgeLimit,Pass,Score,Error
4,0.2,488.4,11.2121212121212,B0,1.5,130,1.48642714682165,0,0,1.48642708269486,-0.0135729173051378,0.2498,0,1,1,1,1,1,0.04996,
4,0.2,488.4,11.2121212121212,B1,2.8,130,2.90311901730388,0.103119017303878,3.68282204656708,2.86826702763295,0.0682670276329471,0.9993,0,1,0,1,1,1,0.429467306125256,
4,0.2,488.4,11.2121212121212,B2,3.4,140,3.46188656439561,0.0618865643956079,1.82019307045906,3.46188643380596,0.0618864338059577,0.9394,0,1,0,1,1,1,0.224283861409181,
4,0.2,488.4,11.2121212121212,B3,4.1,50,4.05986792416436,0,0,4.05986772624369,-0.0401322737563063,0.3398,0,1,1,1,1,1,0.06796,
4,0.2,488.4,11.2121212121212,B4,5.2,40,5.36444820580631,0.164448205806312,3.16246549627522,5.06902715437205,-0.130972845627949,NaN,0,0,0,1,1,0,119.480228725831,
4,0.2,488.4,11.2121212121212,B5,6.6,40,6.79973866734041,0.19973866734041,3.02634344455166,6.46712698731165,-0.132873012688352,NaN,0,0,0,1,0,0,121.622062773582,
4,0.35,854.7,19.6212121212121,B0,1.5,70,1.46108019721319,0,0,1.46108016299196,-0.0389198370080359,0.49965,0,1,1,1,1,1,0.09993,
4,0.35,854.7,19.6212121212121,B1,2.8,90,2.94909186099805,0.14909186099805,5.32470932135893,2.7530099302137,-0.0469900697862968,0.9891,0,1,0,1,1,1,2.75890723632968,
4,0.35,854.7,19.6212121212121,B2,3.4,80,3.37696375952746,0,0,3.37696364311528,-0.0230363568847198,0.2693,0,1,1,1,1,1,0.05386,
4,0.35,854.7,19.6212121212121,B3,4.1,250,4.28904191461219,0.189041914612186,4.61077840517528,4.06319705396151,-0.0368029460384918,0.98895,0,1,0,1,1,1,4.74210129871283,
4,0.35,854.7,19.6212121212121,B4,5.2,70,5.26749611883257,0.0674961188325724,1.29800228524178,5.26749593856366,0.0674959385636553,0.95865,0,1,0,1,1,1,0.217690045704836,
4,0.35,854.7,19.6212121212121,B5,6.6,160,6.83919948586308,0.23919948586308,3.62423463428909,6.57648817511152,-0.0235118248884767,0.9886,0,1,0,1,0,0,107.23017898584,
4,0.5,1221,28.030303030303,B0,1.5,60,1.43685601061166,0,0,1.43685600115329,-0.0631439988467075,0.6296,0,1,0,1,1,1,0.12592,
4,0.5,1221,28.030303030303,B1,2.8,90,2.96181851535415,0.161818515354154,5.7792326912198,2.79934992282999,-0.000650077170005758,0.99895,0,1,0,1,1,1,3.40630042153211,
4,0.5,1221,28.030303030303,B2,3.4,180,3.48884825072887,0.0888482507288679,2.6131838449667,3.48825081581098,0.0882508158109845,0.1296,0,1,1,1,1,1,0.0781836768993341,
4,0.5,1221,28.030303030303,B3,4.1,40,4.02788698900002,0,0,4.02788697933983,-0.0721130206601668,0.5891,0,1,0,1,1,1,0.11782,
4,0.5,1221,28.030303030303,B4,5.2,80,5.17837956120345,0,0,5.17837954846604,-0.0216204515339635,0.2685,0,1,1,1,1,1,0.0537,
4,0.5,1221,28.030303030303,B5,6.6,120,6.81039400777007,0.210394007770075,3.18778799651629,6.60533690805126,0.0053369080512633,0.99805,0,1,0,1,0,0,105.783066148434,
4,0.75,1831.5,42.0454545454545,B0,1.5,100,1.47505353484631,0,0,1.47505333643156,-0.0249466635684359,0.45905,0,1,1,1,1,1,0.09181,
4,0.75,1831.5,42.0454545454545,B1,2.8,100,2.88354585912433,0.0835458591243317,2.98378068301185,2.88352401513768,0.0835240151376806,0.61865,0,1,0,1,1,1,0.183405613660237,
4,0.75,1831.5,42.0454545454545,B2,3.4,70,3.40593026541532,0.0059302654153166,0.174419571038724,3.40593024191538,0.00593024191537772,0.47825,0,1,1,1,1,1,0.0991383914207745,
4,0.75,1831.5,42.0454545454545,B3,4.1,150,4.22561577265826,0.125615772658257,3.06379933312822,4.08923026765062,-0.0107697323493783,0.98795,0,1,0,1,1,1,1.53965461957542,
4,0.75,1831.5,42.0454545454545,B4,5.2,40,5.22527854461347,0.0252785446134736,0.486125857951415,5.22527854461347,0.0252785446134736,0.99755,0,1,0,1,1,1,0.209232517159028,
4,0.75,1831.5,42.0454545454545,B5,6.6,290,6.69457910245776,0.0945791024577645,1.43301670390552,6.54458791120646,-0.0554120887935436,0.0675,0,1,1,1,1,1,0.0421603340781104,
4,1,2442,56.0606060606061,B0,1.5,320,1.50115062259543,0.00115062259542609,0.0767081730284058,1.50115062137327,0.00115062137327149,0.13925,0,1,1,1,1,1,0.0293841634605681,
4,1,2442,56.0606060606061,B1,2.8,320,2.84325135984508,0.0432513598450845,1.54469142303873,2.84325017927841,0.0432501792784064,0.1083,0,1,1,1,1,1,0.0525538284607747,
4,1,2442,56.0606060606061,B2,3.4,60,3.47476840878088,0.0747684087808795,2.19907084649646,3.36982588738301,-0.0301741126169888,0.8779,0,1,0,1,1,1,0.219561416929929,
4,1,2442,56.0606060606061,B3,4.1,320,4.12761364349744,0.0276136434974452,0.673503499937688,4.12761168684308,0.0276116868430769,0.08805,0,1,1,1,1,1,0.0310800699987538,
4,1,2442,56.0606060606061,B4,5.2,310,5.24214140966104,0.0421414096610411,0.81041172425079,5.24214105107775,0.0421410510777473,0.08745,0,1,1,1,1,1,0.0336982344850158,
4,1,2442,56.0606060606061,B5,6.6,310,6.69386057167187,0.0938605716718683,1.42212987381619,6.58276753479089,-0.0172324652091129,0.08645,0,1,1,1,1,1,0.0457325974763237,
